order,col1,col2
7353,Sugar and confectionery - commission production (1181-1182),
7373,IOPC 11910010,
7374,Potato crisps and flakes,
7378,1109 Other Food Product Manufacturing,n.p.
7398,IOPC 11910020,
7399,"Corn chips; taco, tortilla and tostada shells",
7403,1109 Other Food Product Manufacturing,n.p.
7424,IOPC 11920011,
7425,Dog and cat food,
7429,1109 Other Food Product Manufacturing,"1,312"
7461,IOPC 11920030,
7462,"Bran, sharps and other residues (excl rice, wheat and rye), for animal feed",
7466,1109 Other Food Product Manufacturing,62
7488,IOPC 11920040,
7489,"Prepared animal and bird feeds nec (incl poultry pellets, crumbles and mash)",
7493,1109 Other Food Product Manufacturing,"1,047"
7531,IOPC 11920050,
7532,"Cereal groats, meals, pellets and other cereal products nec, other than for human consumption",
7536,1109 Other Food Product Manufacturing,170
7561,IOPC 11990010,
7562,"Coffee and tea, including substitutes",
7566,1109 Other Food Product Manufacturing,n.p.
7567,3301 Wholesale Trade,8
7608,IOPC 11990020,
7609,Yeast and yeast extracts,
7613,1109 Other Food Product Manufacturing,123
7635,IOPC 11990030,
7636,"Nuts, roasted",
7640,1109 Other Food Product Manufacturing,n.p.
7668,IOPC 11990040,
7669,Spices,
7673,1109 Other Food Product Manufacturing,233
7703,IOPC 11990050,
7704,Mustard; worcestershire sauce; mayonnaise and salad dressing,
7708,1109 Other Food Product Manufacturing,150
7734,IOPC 11990060,
7735,"Flavouring essences, industrial",
7739,1109 Other Food Product Manufacturing,107
7768,IOPC 11990070,
7769,"Prepared meals (incl TV dinners), of meat or meat offal",
7773,1109 Other Food Product Manufacturing,529
7797,IOPC 11990080,
7798,Bakers' wares nec (incl pretzels and frozen pizza) (excl bread and pies),
7802,1109 Other Food Product Manufacturing,198
7838,IOPC 11990090,
7839,"Peanut butter and other nut butters, pastes and purees; jams",
7843,1109 Other Food Product Manufacturing,83
7868,IOPC 11990100,
7869,Refined salt (cooking and table),
7873,1109 Other Food Product Manufacturing,230
7910,IOPC 11990110,
7911,Gelatine,
7915,1109 Other Food Product Manufacturing,40
7940,IOPC 11990120,
7941,"Food products nec (incl jelly crystals, meat pastes)",
7945,1109 Other Food Product Manufacturing,"1,653"
8005,IOPC 11991700,
8006,Other food products - commission production (1191-1199),
8026,IOPC 11991970,
8027,"Waste from the manufacture of food, food products and beverages (excl alcohol) (1111-1211)",
8031,1109 Other Food Product Manufacturing,55
8048,IOPC 11991980,
8049,General government consumption of fixed capital (1191-1199),
8069,IOPC 12110010,
8070,Natural and artificial mineral waters and aerated waters (excl sweetened or flavoured),
8074,"1201 Soft Drinks, Cordials and Syrup Manufacturing",125
8097,IOPC 12110020,
8098,Natural water nec,
8102,"1201 Soft Drinks, Cordials and Syrup Manufacturing",460
8144,IOPC 12110031,
8145,Soft drinks (incl flavoured or sweetened mineral waters),
8149,"1201 Soft Drinks, Cordials and Syrup Manufacturing","2,744"
8188,IOPC 12110050,
8189,Cordials and syrups; powder flavours for soft drinks; concentrated cordial extracts,
8193,"1201 Soft Drinks, Cordials and Syrup Manufacturing",720
8212,IOPC 12110060,
8213,Sweetened or flavoured bulk pre-mix & post-mix concentrates for mineral & aerated waters; non-alcoholic beverages nec,
8217,"1201 Soft Drinks, Cordials and Syrup Manufacturing","1,209"
8250,IOPC 12110070,
8251,Ice,
8255,"1201 Soft Drinks, Cordials and Syrup Manufacturing",101
8282,IOPC 12111700,
8283,"Soft drinks, cordials and syrups - commission production",
8287,"1201 Soft Drinks, Cordials and Syrup Manufacturing",8
8304,IOPC 12120011,
8305,"Beer, ale and stout, bottled and canned",
8309,1202 Beer Manufacturing,"3,160"
8362,IOPC 12120030,
8363,"Beer, ale and stout, bulk",
8367,1202 Beer Manufacturing,821
8392,IOPC 12121700,
8393,Beer - commission production,
8397,1202 Beer Manufacturing,2
8414,IOPC 12130010,
8415,"Whisky, brandy, rum, gin and fortified spirits; other distilled alcoholic beverages (incl liqueurs and mixed drinks)",
8419,"1205 Wine, Spirits and Tobacco",n.p.
8420,3301 Wholesale Trade,267
8466,IOPC 12130020,
8467,Vermouth and distillation wine,
8471,"1205 Wine, Spirits and Tobacco",47
8510,IOPC 12140010,
8511,Wines (incl sparkling) of grapes and other fruit (excl vermouth),
8515,"1205 Wine, Spirits and Tobacco",n.p.
8575,IOPC 12140020,
8576,"Cider, perry, mead and wine-based mixed drinks (coolers)",
8580,"1205 Wine, Spirits and Tobacco",n.p.
8600,IOPC 12140030,
8601,Vinegar from wine,
8605,"1205 Wine, Spirits and Tobacco",15
8628,IOPC 12141700,
8629,"Wine, spirits and other alcoholic beverages - commission production (1213-1214)",
8633,"1205 Wine, Spirits and Tobacco",1
8650,IOPC 12141970,
8651,Waste from the manufacture of alcohol (1212-1214),
8671,IOPC 12200010,
8672,"Cigarettes, cigars, cheroots and tobacco",
8676,"1205 Wine, Spirits and Tobacco","2,109"
8692,IOPC 12201700,
8693,Cigarette and tobacco products - commission production,
8713,IOPC 12201970,
8714,Waste from the manufacture of tobacco products,
8734,IOPC 13110010,
8735,"Wool, scoured or carbonised (degreased but not carded or combed)",
8739,1301 Textile Manufacturing,294
8756,IOPC 13110020,
8757,Wool tops; noils of wool or fine animal hair,
8761,1301 Textile Manufacturing,99
8784,IOPC 13110030,
8785,Wool grease and fatty substances derived from wool grease (incl lanolin),
8789,1301 Textile Manufacturing,20
8806,IOPC 13120010,
8807,"Yarn and thread (excl chenille, loop wale, elastic or elastomeric) of natural fibres (incl worsted) nec",
8811,1301 Textile Manufacturing,63
8837,IOPC 13120020,
8838,"Chenille, loop wale yarn and thread of natural fibres",
8842,1301 Textile Manufacturing,1
8859,IOPC 13120030,
8860,Natural textile fibres prepared for spinning nec,
8864,1301 Textile Manufacturing,5
8882,IOPC 13120040,
8883,Narrow woven textile fabrics (incl tape) (excl bias binding) of natural fibres; tyre cord fabric of high tenacity yarn of natural fibres,
8887,1301 Textile Manufacturing,16
8905,IOPC 13120050,
8906,"Woven and broadwoven pile, chenille and terry fabrics of cotton or other natural fibre (excl narrow fabrics)",
8910,1301 Textile Manufacturing,n.p.
8934,IOPC 13120060,
8935,"Woven and broadwoven fabrics of natural fibres, other than cotton, nec (excl pile, chenille and terry)",
8939,1301 Textile Manufacturing,9
8964,IOPC 13120070,
8965,"Woven and broadwoven fabrics of cotton (excl pile, chenille and terry)",
8969,1301 Textile Manufacturing,27
8998,IOPC 13130010,
8999,"Textured, high tenacity, single, elastomeric, synthetic or artificial yarns and threads nec",
9003,1301 Textile Manufacturing,n.p.
9079,IOPC 13130020,
9080,Gimped yarn and strip; chenille and loop-wade yarn; woven or broadwoven fabrics of metal thread and metallised yarn nec,
9101,IOPC 13130030,
9102,"Elastomeric yarn of cotton, wool or fine animal hair (containing polyurethane or similar thread, excl rubber thread)",
9106,1301 Textile Manufacturing,19
9130,IOPC 13130040,
9131,Yarn of glass fibre,
9135,1301 Textile Manufacturing,n.p.
9153,IOPC 13130050,
9154,Woven or broadwoven fabric of artificial or synthetic filaments and fibres (excl pile or chenille),
9158,1301 Textile Manufacturing,69
9197,IOPC 13130060,
9198,Woven pile fabrics and chenille fabrics (other than narrow fabrics) of man-made fibres,
9202,1301 Textile Manufacturing,19
9227,IOPC 13130070,
9228,Narrow woven textile fabrics (incl tape) (excl bias binding) of synthetic fibres; tyre cord fabric of high tenacity yarn of synthetic fibres,
9232,1301 Textile Manufacturing,10
9251,IOPC 13131700,
9252,Textiles - commission production (1311-1313),
9256,1301 Textile Manufacturing,20
9277,IOPC 13200010,
9278,"Leather, vegetable or chrome tanned (incl re-tanned), dressed or finished; chamois leathers",
9282,"1302 Tanned Leather, Dressed Fur and Leather Product Manufacturing",247
9305,IOPC 13200020,
9306,Leather (excl dressed or finished),
9310,"1302 Tanned Leather, Dressed Fur and Leather Product Manufacturing",5
9327,IOPC 13200030,
9328,"Raw hides and skins, pickled or otherwise preserved",
9332,"1302 Tanned Leather, Dressed Fur and Leather Product Manufacturing",576
9349,IOPC 13200040,
9350,"Tanned or dressed skins, with hair or wool retained (incl sheepskin rugs)",
9354,"1302 Tanned Leather, Dressed Fur and Leather Product Manufacturing",42
9378,IOPC 13200050,
9379,"Handbags, suitcases, bags, travel sets for personal toilet articles, purses, key cases, wallets and billfolds (excl paper)",
9383,"1302 Tanned Leather, Dressed Fur and Leather Product Manufacturing",13
9384,3301 Wholesale Trade,53
9481,IOPC 13200060,
9482,"Saddlery and harness, of any material; leather articles nec",
9486,"1302 Tanned Leather, Dressed Fur and Leather Product Manufacturing",85
9516,IOPC 13200070,
9517,Rucksacks of leather or leather substitute,
9521,"1302 Tanned Leather, Dressed Fur and Leather Product Manufacturing",1
9522,3301 Wholesale Trade,4
9538,IOPC 13201700,
9539,"Tanned leather, dressed fur and leather products - commission production",
9559,IOPC 13310010,
9560,Carpets and other textile floor coverings (incl mats and matting) (excl felt and underfelt),
9564,1303 Textile Product Manufacturing,640
9617,IOPC 13320010,
9618,"Rope and cable (excl wire), cordage (excl tyre cord yarn), twine or net products",
9622,1303 Textile Product Manufacturing,n.p.
9676,IOPC 13330010,
9677,"Textile interior furnishing articles (incl blankets (excl electric), wall coverings, curtains, bed and table linen nec)",
9681,1303 Textile Product Manufacturing,77
9682,3301 Wholesale Trade,8
9729,IOPC 13330020,
9730,Towels (incl tea towels) and face washers of cotton terry towelling or similar cotton terry fabrics,
9734,1303 Textile Product Manufacturing,135
9735,3901 Retail Trade,26
9775,IOPC 13330030,
9776,Baby napkins of textile fabrics,
9780,1303 Textile Product Manufacturing,10
9796,IOPC 13330040,
9797,"Textile quilted prods, hose/tubing, nonwovens, (bonded & yarn fabrics)",
9801,1303 Textile Product Manufacturing,28
9831,IOPC 13330050,
9832,"Curtains in the piece (incl continuous), knitted or crocheted",
9836,3901 Retail Trade,133
9860,IOPC 13330060,
9861,"Textile tarpaulins (incl canvas), sails, tents, annexes, pneumatic mattresses and motor vehicle covers",
9865,1303 Textile Product Manufacturing,369
9938,IOPC 13330070,
9939,Blinds and awnings of textile fabrics (incl canvas) and woven textile materials (incl cotton),
9943,1303 Textile Product Manufacturing,67
9944,3301 Wholesale Trade,88
9945,3901 Retail Trade,78
9973,IOPC 13330080,
9974,"Bags, sacks and packets of textile or canvas",
9978,1303 Textile Product Manufacturing,n.p.
10028,IOPC 13330090,
10029,Textile motor vehicle seat covers,
10033,1303 Textile Product Manufacturing,131
10087,IOPC 13330100,
10088,"Pillows, cushions, bolsters, bean bags and stuffed mattress protectors (excl those of or stuffed with rubber)",
10092,1303 Textile Product Manufacturing,130
10093,3901 Retail Trade,1
10113,IOPC 13330110,
10114,"Floor-cloths, dishcloths, dusters and similar cleaning cloths",
10118,1303 Textile Product Manufacturing,9
10174,IOPC 13330120,
10175,"Textile life jackets, life-belts, sleeping bags, parachutes and other cut and sewn textile products nec",
10179,1303 Textile Product Manufacturing,68
10180,3901 Retail Trade,7
10241,IOPC 13340010,
10242,Labels and badges with printed or woven lettering or design,
10246,1303 Textile Product Manufacturing,15
10265,IOPC 13340020,
10266,Textile finishing nec,
10270,1303 Textile Product Manufacturing,57
10290,IOPC 13340030,
10291,Felt floor coverings (exclude underfelt),
10295,1303 Textile Product Manufacturing,628
10339,IOPC 13340040,
10340,"Underfelt and other felt products (excl floor coverings, headwear or clothing)",
10344,1303 Textile Product Manufacturing,2
10368,IOPC 13340050,
10369,Textile fabrics (excl rubber or plastic coated) & articles (excl bags) of a kind commonly used in machinery or plant,
10373,1303 Textile Product Manufacturing,7
10397,IOPC 13340060,
10398,"Wadding, powder puffs, pads, cotton wool, gauze and bandages",
10402,1303 Textile Product Manufacturing,70
10446,IOPC 13340080,
10447,"Articles of bonded fibre or yarn fabrics (excl labels & badges); tapestries, textile sutures, transmission and conveyor belts, textile articles nec",
10451,1303 Textile Product Manufacturing,93
10527,IOPC 13340090,
10528,"Braids, tassels, tulles; lace or embroidery, strips or motifs",
10532,1303 Textile Product Manufacturing,2
10577,IOPC 13340100,
10578,Special fabrics nec,
10582,1303 Textile Product Manufacturing,2
10598,IOPC 13340110,
10599,Garment dyeing service,
10603,1303 Textile Product Manufacturing,42
10623,IOPC 13341700,
10624,Textile products - commission production (1331-1334),
10628,1303 Textile Product Manufacturing,12
10651,IOPC 13341980,
10652,General government consumption of fixed capital (1331-1334),
10672,IOPC 13400010,
10673,"Hosiery (incl pantyhose, stockings, tights and socks)",
10677,1304 Knitted Product Manufacturing,108
10693,IOPC 13400020,
10694,"Pullovers, jumpers, sweaters and cardigans - knitted",
10698,1304 Knitted Product Manufacturing,59
10722,IOPC 13400030,
10723,Knitted or crocheted pile fabrics (excl elastic or elastomeric),
10727,1304 Knitted Product Manufacturing,8
10745,IOPC 13400040,
10746,Knitted or crocheted fabric nec,
10750,1304 Knitted Product Manufacturing,18
10773,IOPC 13400050,
10774,Knitted products nec,
10778,1304 Knitted Product Manufacturing,3
10795,IOPC 13401700,
10796,Knitted products - commission production,
10816,IOPC 13510010,
10817,"Mens and boys trousers (excl suits), shorts, jeans, overalls and work shirts, dustcoats, textile (excl waterproof)",
10821,1305 Clothing Manufacturing,220
10822,3301 Wholesale Trade,30
10823,3901 Retail Trade,22
10902,IOPC 13510020,
10903,"Men's & boys' suits or uniforms (incl trousers for suits & uniforms), coats & jackets, textile (excl waterproof)",
10907,1305 Clothing Manufacturing,251
10908,3301 Wholesale Trade,16
10909,3901 Retail Trade,14
10970,IOPC 13510030,
10971,"Women's and girls' dresses, skirts, slacks, shorts, tunics, uniforms, jeans, overalls, leotards, coats, capes, suits and ensembles",
10975,1305 Clothing Manufacturing,764
10976,3301 Wholesale Trade,83
10977,3901 Retail Trade,63
11052,IOPC 13510040,
11053,Shirts and blouses (with collars),
11057,1305 Clothing Manufacturing,95
11058,3301 Wholesale Trade,43
11059,3901 Retail Trade,34
11132,IOPC 13510050,
11133,T-shirts and tank tops,
11137,1305 Clothing Manufacturing,207
11208,IOPC 13510060,
11209,"Swimwear; sweatsuits, tracksuits, jogging suits, leisure suits and jumpsuits",
11213,1305 Clothing Manufacturing,98
11238,IOPC 13510070,
11239,"Foundation garments (incl brassieres, corsets and girdles)",
11243,1305 Clothing Manufacturing,35
11263,IOPC 13510080,
11264,Underwear,
11268,1305 Clothing Manufacturing,131
11285,IOPC 13510090,
11286,Outer nightwear (incl dressing gowns and robes) and sleepwear,
11290,1305 Clothing Manufacturing,212
11291,3301 Wholesale Trade,10
11292,3901 Retail Trade,8
11308,IOPC 13510100,
11309,"Waterproof, plastic or rubber trousers, overalls, coats and jackets",
11313,1305 Clothing Manufacturing,22
11339,IOPC 13510110,
11340,Plastic (unsupported film) clothing other than waterproof,
11368,IOPC 13510120,
11369,"Wetsuits and other rubber clothing and accessories nec (incl gloves, belts)(excl headgear)",
11373,1305 Clothing Manufacturing,7
11405,IOPC 13510130,
11406,"Fur and sheepskin clothing and clothing accessories (excl headwear, footwear, handbags, purses and toys)",
11410,1305 Clothing Manufacturing,83
11427,IOPC 13510140,
11428,"Hats and other headgear (excl safety, rubber or plastic)",
11432,1305 Clothing Manufacturing,39
11479,IOPC 13510150,
11480,Safety headgear; textile belts for clothing; plastic clothing accessories (excl belts and disposable gloves),
11484,1305 Clothing Manufacturing,285
11519,IOPC 13510160,
11520,Safety eyewear (industrial or sporting)(incl goggles),
11524,1305 Clothing Manufacturing,10
11553,IOPC 13510170,
11554,Clothing and clothing accessories nec,
11558,1305 Clothing Manufacturing,263
11640,IOPC 13511700,
11641,Clothing - commission production,
11645,1305 Clothing Manufacturing,116
11669,IOPC 13520010,
11670,Footwear with uppers and outer soles of rubber or plastic (incl waterproof footwear and thongs) (excl sports footwear),
11674,1306 Footwear Manufacturing,44
11724,IOPC 13520020,
11725,Footwear with uppers of leather and outer soles of rubber or plastic (excl sports footwear),
11729,1306 Footwear Manufacturing,254
11771,IOPC 13520030,
11772,Sports footwear,
